Dataset,method,Experiment,RMSE
16_rice,datawig,1,0.1821 ± 0.0000
16_rice,datawig,2,0.1800 ± 0.0021
16_rice,datawig,3,0.1793 ± 0.0020
16_rice,datawig,4,0.1755 ± 0.0067
16_rice,datawig,5,0.1744 ± 0.0064
16_rice,datawig,6,0.1733 ± 0.0063
16_rice,datawig,7,0.1729 ± 0.0060
16_rice,datawig,8,0.1732 ± 0.0056
16_rice,datawig,9,0.1733 ± 0.0053
16_rice,datawig,10,0.1739 ± 0.0054
16_rice,datawig,11,0.1737 ± 0.0052
16_rice,datawig,12,0.1737 ± 0.0050
16_rice,datawig,13,0.1736 ± 0.0048
16_rice,datawig,14,0.1734 ± 0.0047
16_rice,datawig,15,0.1732 ± 0.0046
16_rice,datawig,16,0.1736 ± 0.0046
16_rice,datawig,17,0.1741 ± 0.0049
16_rice,datawig,18,0.1745 ± 0.0051
16_rice,datawig,19,0.1749 ± 0.0053
16_rice,datawig,20,0.1746 ± 0.0053
16_rice,datawig,21,0.1742 ± 0.0056
16_rice,datawig,22,0.1745 ± 0.0057
16_rice,datawig,23,0.1746 ± 0.0056
16_rice,datawig,24,0.1751 ± 0.0060
16_rice,datawig,25,0.1748 ± 0.0061
16_rice,datawig,26,0.1745 ± 0.0061
16_rice,datawig,27,0.1745 ± 0.0060
16_rice,datawig,28,0.1747 ± 0.0059
16_rice,datawig,29,0.1747 ± 0.0058
16_rice,datawig,30,0.1748 ± 0.0058
16_rice,multi,1,0.7281 ± 0.0000
16_rice,multi,2,0.7176 ± 0.0105
16_rice,multi,3,0.7088 ± 0.0151
16_rice,multi,4,0.7130 ± 0.0150
16_rice,multi,5,0.7110 ± 0.0139
16_rice,multi,6,0.7113 ± 0.0127
16_rice,multi,7,0.7106 ± 0.0119
16_rice,multi,8,0.7101 ± 0.0112
16_rice,multi,9,0.7117 ± 0.0115
16_rice,multi,10,0.7109 ± 0.0112
16_rice,multi,11,0.7101 ± 0.0109
16_rice,multi,12,0.7116 ± 0.0115
16_rice,multi,13,0.7078 ± 0.0172
16_rice,multi,14,0.7070 ± 0.0168
16_rice,multi,15,0.7065 ± 0.0163
16_rice,multi,16,0.7059 ± 0.0160
16_rice,multi,17,0.7045 ± 0.0165
16_rice,multi,18,0.7039 ± 0.0162
16_rice,multi,19,0.7033 ± 0.0160
16_rice,multi,20,0.7042 ± 0.0162
16_rice,multi,21,0.7041 ± 0.0158
16_rice,multi,22,0.7035 ± 0.0157
16_rice,multi,23,0.7026 ± 0.0159
16_rice,multi,24,0.7023 ± 0.0156
16_rice,multi,25,0.7022 ± 0.0153
16_rice,multi,26,0.7018 ± 0.0152
16_rice,multi,27,0.7017 ± 0.0149
16_rice,multi,28,0.7020 ± 0.0147
16_rice,multi,29,0.7026 ± 0.0147
16_rice,multi,30,0.7026 ± 0.0145
16_rice,knn,1,0.1979 ± 0.0000
16_rice,knn,2,0.1917 ± 0.0062
16_rice,knn,3,0.1896 ± 0.0058
16_rice,knn,4,0.1917 ± 0.0062
16_rice,knn,5,0.1904 ± 0.0061
16_rice,knn,6,0.1887 ± 0.0067
16_rice,knn,7,0.1875 ± 0.0069
16_rice,knn,8,0.1878 ± 0.0066
16_rice,knn,9,0.1871 ± 0.0065
16_rice,knn,10,0.1872 ± 0.0062
16_rice,knn,11,0.1867 ± 0.0062
16_rice,knn,12,0.1868 ± 0.0059
16_rice,knn,13,0.1873 ± 0.0060
16_rice,knn,14,0.1869 ± 0.0060
16_rice,knn,15,0.1863 ± 0.0061
16_rice,knn,16,0.1864 ± 0.0060
16_rice,knn,17,0.1867 ± 0.0059
16_rice,knn,18,0.1871 ± 0.0059
16_rice,knn,19,0.1874 ± 0.0059
16_rice,knn,20,0.1869 ± 0.0061
16_rice,knn,21,0.1862 ± 0.0066
16_rice,knn,22,0.1878 ± 0.0096
16_rice,knn,23,0.1878 ± 0.0094
16_rice,knn,24,0.1881 ± 0.0093
16_rice,knn,25,0.1884 ± 0.0092
16_rice,knn,26,0.1881 ± 0.0092
16_rice,knn,27,0.1884 ± 0.0092
16_rice,knn,28,0.1881 ± 0.0092
16_rice,knn,29,0.1883 ± 0.0091
16_rice,knn,30,0.1883 ± 0.0089
