Dataset,method,Experiment,RMSE
4_wine,chain01_datawig,1,0.2726 ± 0.0000
4_wine,chain01_datawig,2,0.2921 ± 0.0195
4_wine,chain01_datawig,3,0.2793 ± 0.0242
4_wine,chain01_datawig,4,0.2816 ± 0.0213
4_wine,chain01_datawig,5,0.2780 ± 0.0203
4_wine,chain01_datawig,6,0.2694 ± 0.0267
4_wine,chain01_datawig,7,0.2694 ± 0.0248
4_wine,chain01_datawig,8,0.2715 ± 0.0238
4_wine,chain01_datawig,9,0.2721 ± 0.0225
4_wine,chain01_datawig,10,0.2705 ± 0.0219
4_wine,chain01_datawig,11,0.2729 ± 0.0222
4_wine,chain01_datawig,12,0.2741 ± 0.0217
4_wine,chain01_datawig,13,0.2761 ± 0.0219
4_wine,chain01_datawig,14,0.2787 ± 0.0231
4_wine,chain01_datawig,15,0.2774 ± 0.0228
4_wine,chain01_datawig,16,0.2791 ± 0.0231
4_wine,chain01_datawig,17,0.2784 ± 0.0225
4_wine,chain01_datawig,18,0.2777 ± 0.0221
4_wine,chain01_datawig,19,0.2780 ± 0.0215
4_wine,chain01_datawig,20,0.2794 ± 0.0218
4_wine,chain01_datawig,21,0.2809 ± 0.0224
4_wine,chain01_datawig,22,0.2811 ± 0.0219
4_wine,chain01_datawig,23,0.2805 ± 0.0216
4_wine,chain01_datawig,24,0.2801 ± 0.0212
4_wine,chain01_datawig,25,0.2786 ± 0.0222
4_wine,chain01_datawig,26,0.2783 ± 0.0218
4_wine,chain01_datawig,27,0.2784 ± 0.0214
4_wine,chain01_datawig,28,0.2799 ± 0.0224
4_wine,chain01_datawig,29,0.2799 ± 0.0220
4_wine,chain01_datawig,30,0.2786 ± 0.0226
