Dataset,method,Experiment,RMSE
8_liver,chain01_datawig,1,0.2327 ± 0.0000
8_liver,chain01_datawig,2,0.2448 ± 0.0121
8_liver,chain01_datawig,3,0.2382 ± 0.0136
8_liver,chain01_datawig,4,0.2398 ± 0.0121
8_liver,chain01_datawig,5,0.2462 ± 0.0167
8_liver,chain01_datawig,6,0.2493 ± 0.0168
8_liver,chain01_datawig,7,0.2543 ± 0.0197
8_liver,chain01_datawig,8,0.2561 ± 0.0191
8_liver,chain01_datawig,9,0.2606 ± 0.0220
8_liver,chain01_datawig,10,0.2577 ± 0.0227
8_liver,chain01_datawig,11,0.2579 ± 0.0216
8_liver,chain01_datawig,12,0.2564 ± 0.0213
8_liver,chain01_datawig,13,0.2601 ± 0.0241
8_liver,chain01_datawig,14,0.2608 ± 0.0234
8_liver,chain01_datawig,15,0.2609 ± 0.0226
8_liver,chain01_datawig,16,0.2596 ± 0.0224
8_liver,chain01_datawig,17,0.2575 ± 0.0234
8_liver,chain01_datawig,18,0.2581 ± 0.0228
8_liver,chain01_datawig,19,0.2582 ± 0.0222
8_liver,chain01_datawig,20,0.2580 ± 0.0217
8_liver,chain01_datawig,21,0.2560 ± 0.0230
8_liver,chain01_datawig,22,0.2581 ± 0.0244
8_liver,chain01_datawig,23,0.2571 ± 0.0243
8_liver,chain01_datawig,24,0.2567 ± 0.0239
8_liver,chain01_datawig,25,0.2559 ± 0.0237
8_liver,chain01_datawig,26,0.2563 ± 0.0234
8_liver,chain01_datawig,27,0.2564 ± 0.0230
8_liver,chain01_datawig,28,0.2566 ± 0.0226
8_liver,chain01_datawig,29,0.2574 ± 0.0226
8_liver,chain01_datawig,30,0.2557 ± 0.0240
