Dataset,method,Experiment,RMSE
9_abalone,chain01_datawig,1,0.1856 ± 0.0000
9_abalone,chain01_datawig,2,0.1889 ± 0.0033
9_abalone,chain01_datawig,3,0.1791 ± 0.0142
9_abalone,chain01_datawig,4,0.1764 ± 0.0131
9_abalone,chain01_datawig,5,0.1747 ± 0.0122
9_abalone,chain01_datawig,6,0.1723 ± 0.0124
9_abalone,chain01_datawig,7,0.1706 ± 0.0122
9_abalone,chain01_datawig,8,0.1678 ± 0.0137
9_abalone,chain01_datawig,9,0.1670 ± 0.0130
9_abalone,chain01_datawig,10,0.1663 ± 0.0126
9_abalone,chain01_datawig,11,0.1666 ± 0.0120
9_abalone,chain01_datawig,12,0.1656 ± 0.0120
9_abalone,chain01_datawig,13,0.1664 ± 0.0119
9_abalone,chain01_datawig,14,0.1665 ± 0.0114
9_abalone,chain01_datawig,15,0.1694 ± 0.0157
9_abalone,chain01_datawig,16,0.1708 ± 0.0161
9_abalone,chain01_datawig,17,0.1705 ± 0.0157
9_abalone,chain01_datawig,18,0.1698 ± 0.0155
9_abalone,chain01_datawig,19,0.1697 ± 0.0151
9_abalone,chain01_datawig,20,0.1691 ± 0.0149
9_abalone,chain01_datawig,21,0.1683 ± 0.0150
9_abalone,chain01_datawig,22,0.1703 ± 0.0171
9_abalone,chain01_datawig,23,0.1715 ± 0.0178
9_abalone,chain01_datawig,24,0.1712 ± 0.0175
9_abalone,chain01_datawig,25,0.1712 ± 0.0171
9_abalone,chain01_datawig,26,0.1715 ± 0.0168
9_abalone,chain01_datawig,27,0.1709 ± 0.0168
9_abalone,chain01_datawig,28,0.1701 ± 0.0170
9_abalone,chain01_datawig,29,0.1699 ± 0.0167
9_abalone,chain01_datawig,30,0.1712 ± 0.0179
