Dataset,method,Experiment,RMSE
18_maternal,chain01_datawig,1,0.2644 ± 0.0000
18_maternal,chain01_datawig,2,0.2544 ± 0.0099
18_maternal,chain01_datawig,3,0.2936 ± 0.0559
18_maternal,chain01_datawig,4,0.2826 ± 0.0521
18_maternal,chain01_datawig,5,0.2681 ± 0.0548
18_maternal,chain01_datawig,6,0.2629 ± 0.0514
18_maternal,chain01_datawig,7,0.2596 ± 0.0482
18_maternal,chain01_datawig,8,0.2556 ± 0.0463
18_maternal,chain01_datawig,9,0.2567 ± 0.0438
18_maternal,chain01_datawig,10,0.2547 ± 0.0420
18_maternal,chain01_datawig,11,0.2521 ± 0.0409
18_maternal,chain01_datawig,12,0.2505 ± 0.0395
18_maternal,chain01_datawig,13,0.2489 ± 0.0383
18_maternal,chain01_datawig,14,0.2475 ± 0.0373
18_maternal,chain01_datawig,15,0.2468 ± 0.0361
18_maternal,chain01_datawig,16,0.2453 ± 0.0355
18_maternal,chain01_datawig,17,0.2445 ± 0.0346
18_maternal,chain01_datawig,18,0.2439 ± 0.0337
18_maternal,chain01_datawig,19,0.2446 ± 0.0329
18_maternal,chain01_datawig,20,0.2444 ± 0.0321
18_maternal,chain01_datawig,21,0.2436 ± 0.0315
18_maternal,chain01_datawig,22,0.2431 ± 0.0309
18_maternal,chain01_datawig,23,0.2423 ± 0.0304
18_maternal,chain01_datawig,24,0.2410 ± 0.0304
18_maternal,chain01_datawig,25,0.2410 ± 0.0298
18_maternal,chain01_datawig,26,0.2455 ± 0.0367
18_maternal,chain01_datawig,27,0.2497 ± 0.0420
18_maternal,chain01_datawig,28,0.2483 ± 0.0418
18_maternal,chain01_datawig,29,0.2519 ± 0.0453
18_maternal,chain01_datawig,30,0.2554 ± 0.0483
