Dataset,method,Experiment,Accuracy
7_post_patient,dynamic,4,0.5000 ± 0.0000
7_post_patient,dynamic,5,0.6111 ± 0.0000
7_post_patient,dynamic,6,0.6111 ± 0.0000
7_post_patient,dynamic,7,0.7222 ± 0.0000
7_post_patient,dynamic,8,0.5000 ± 0.0000
7_post_patient,dynamic,9,0.6667 ± 0.0000
7_post_patient,dynamic,10,0.8333 ± 0.0000
7_post_patient,dynamic,11,0.7222 ± 0.0000
7_post_patient,dynamic,12,0.6667 ± 0.0000
7_post_patient,dynamic,13,0.7222 ± 0.0000
7_post_patient,dynamic,14,0.5556 ± 0.0000
7_post_patient,dynamic,15,0.6111 ± 0.0000
7_post_patient,dynamic,16,0.4444 ± 0.0000
7_post_patient,dynamic,17,0.7222 ± 0.0000
7_post_patient,dynamic,18,0.5556 ± 0.0000
7_post_patient,dynamic,19,0.5556 ± 0.0000
7_post_patient,dynamic,20,0.5000 ± 0.0000
7_post_patient,dynamic,21,0.5000 ± 0.0000
7_post_patient,dynamic,22,0.7222 ± 0.0000
7_post_patient,dynamic,23,0.6111 ± 0.0000
7_post_patient,dynamic,24,0.7778 ± 0.0000
7_post_patient,dynamic,25,0.5556 ± 0.0000
7_post_patient,dynamic,26,0.6111 ± 0.0000
7_post_patient,dynamic,27,0.5000 ± 0.0000
7_post_patient,dynamic,28,0.5556 ± 0.0000
7_post_patient,dynamic,29,0.6111 ± 0.0000
7_post_patient,dynamic,30,0.7222 ± 0.0000
7_post_patient,knn,1,0.1667 ± 0.0000
7_post_patient,knn,2,0.2222 ± 0.0000
7_post_patient,knn,3,0.1111 ± 0.0000
7_post_patient,knn,4,0.2222 ± 0.0000
7_post_patient,knn,5,0.3333 ± 0.0000
7_post_patient,knn,6,0.3333 ± 0.0000
7_post_patient,knn,7,0.0556 ± 0.0000
7_post_patient,knn,8,0.4444 ± 0.0000
7_post_patient,knn,9,0.2222 ± 0.0000
7_post_patient,knn,10,0.2222 ± 0.0000
7_post_patient,knn,11,0.0556 ± 0.0000
7_post_patient,knn,12,0.4444 ± 0.0000
7_post_patient,knn,13,0.1667 ± 0.0000
7_post_patient,knn,14,0.1111 ± 0.0000
7_post_patient,knn,15,0.1667 ± 0.0000
7_post_patient,knn,16,0.3333 ± 0.0000
7_post_patient,knn,17,0.1111 ± 0.0000
7_post_patient,knn,18,0.0556 ± 0.0000
7_post_patient,knn,19,0.1111 ± 0.0000
7_post_patient,knn,20,0.3333 ± 0.0000
7_post_patient,knn,21,0.2778 ± 0.0000
7_post_patient,knn,22,0.1111 ± 0.0000
7_post_patient,knn,23,0.1111 ± 0.0000
7_post_patient,knn,24,0.0556 ± 0.0000
7_post_patient,knn,25,0.3333 ± 0.0000
7_post_patient,knn,26,0.1667 ± 0.0000
7_post_patient,knn,27,0.1111 ± 0.0000
7_post_patient,knn,28,0.1111 ± 0.0000
7_post_patient,knn,29,0.1667 ± 0.0000
7_post_patient,knn,30,0.2778 ± 0.0000
7_post_patient,zero,1,0.2222 ± 0.0000
7_post_patient,zero,2,0.1111 ± 0.0000
7_post_patient,zero,3,0.2222 ± 0.0000
7_post_patient,zero,4,0.1667 ± 0.0000
7_post_patient,zero,5,0.2222 ± 0.0000
7_post_patient,zero,6,0.0556 ± 0.0000
7_post_patient,zero,7,0.2222 ± 0.0000
7_post_patient,zero,8,0.3889 ± 0.0000
7_post_patient,zero,9,0.6111 ± 0.0000
7_post_patient,zero,10,0.0000 ± 0.0000
7_post_patient,zero,11,0.0556 ± 0.0000
7_post_patient,zero,12,0.1667 ± 0.0000
7_post_patient,zero,13,0.1111 ± 0.0000
7_post_patient,zero,14,0.2222 ± 0.0000
7_post_patient,zero,15,0.1111 ± 0.0000
7_post_patient,zero,16,0.2778 ± 0.0000
7_post_patient,zero,17,0.2222 ± 0.0000
7_post_patient,zero,18,0.2222 ± 0.0000
7_post_patient,zero,19,0.2222 ± 0.0000
7_post_patient,zero,20,0.1111 ± 0.0000
7_post_patient,zero,21,0.2778 ± 0.0000
7_post_patient,zero,22,0.2222 ± 0.0000
7_post_patient,zero,23,0.2222 ± 0.0000
7_post_patient,zero,24,0.2778 ± 0.0000
7_post_patient,zero,25,0.2222 ± 0.0000
7_post_patient,zero,26,0.0556 ± 0.0000
7_post_patient,zero,27,0.1111 ± 0.0000
7_post_patient,zero,28,0.1111 ± 0.0000
7_post_patient,zero,29,0.1111 ± 0.0000
7_post_patient,zero,30,0.1667 ± 0.0000
