Dataset,method,Experiment,Accuracy
5_spambase,10_dynamic+zero+knn,5,0.8058 ± 0.1425
5_spambase,10_dynamic+zero+knn,6,0.8066 ± 0.1430
5_spambase,10_dynamic+zero+knn,7,0.8063 ± 0.1432
5_spambase,10_dynamic+zero+knn,8,0.8068 ± 0.1435
5_spambase,10_dynamic+zero+knn,9,0.8052 ± 0.1442
5_spambase,10_dynamic+zero+knn,10,0.8055 ± 0.1435
5_spambase,10_dynamic+zero+knn,11,0.8064 ± 0.1434
5_spambase,10_dynamic+zero+knn,12,0.8063 ± 0.1435
5_spambase,10_dynamic+zero+knn,13,0.8072 ± 0.1431
5_spambase,10_dynamic+zero+knn,14,0.8071 ± 0.1435
5_spambase,10_dynamic+zero+knn,15,0.8068 ± 0.1433
5_spambase,10_dynamic+zero+knn,16,0.8074 ± 0.1429
5_spambase,10_dynamic+zero+knn,17,0.8069 ± 0.1428
5_spambase,10_dynamic+zero+knn,18,0.8066 ± 0.1430
5_spambase,10_dynamic+zero+knn,19,0.8070 ± 0.1441
5_spambase,10_dynamic+zero+knn,20,0.8064 ± 0.1439
5_spambase,10_dynamic+zero+knn,21,0.8060 ± 0.1441
5_spambase,10_dynamic+zero+knn,22,0.8064 ± 0.1442
5_spambase,10_dynamic+zero+knn,23,0.8066 ± 0.1443
5_spambase,10_dynamic+zero+knn,24,0.8066 ± 0.1447
5_spambase,10_dynamic+zero+knn,25,0.8067 ± 0.1449
5_spambase,10_dynamic+zero+knn,26,0.8071 ± 0.1445
5_spambase,10_dynamic+zero+knn,27,0.8071 ± 0.1446
5_spambase,10_dynamic+zero+knn,28,0.8072 ± 0.1449
5_spambase,10_dynamic+zero+knn,29,0.8075 ± 0.1445
5_spambase,10_dynamic+zero+knn,30,0.8071 ± 0.1446
5_spambase,11_all(dynamic+datawig+zero+knn),1,0.8340 ± 0.1439
5_spambase,11_all(dynamic+datawig+zero+knn),2,0.8349 ± 0.1368
5_spambase,11_all(dynamic+datawig+zero+knn),3,0.8332 ± 0.1369
5_spambase,11_all(dynamic+datawig+zero+knn),4,0.8328 ± 0.1328
5_spambase,11_all(dynamic+datawig+zero+knn),5,0.8330 ± 0.1321
5_spambase,11_all(dynamic+datawig+zero+knn),6,0.8332 ± 0.1321
5_spambase,11_all(dynamic+datawig+zero+knn),7,0.8327 ± 0.1321
5_spambase,11_all(dynamic+datawig+zero+knn),8,0.8327 ± 0.1321
5_spambase,11_all(dynamic+datawig+zero+knn),9,0.8309 ± 0.1326
5_spambase,11_all(dynamic+datawig+zero+knn),10,0.8305 ± 0.1316
5_spambase,11_all(dynamic+datawig+zero+knn),11,0.8309 ± 0.1313
5_spambase,11_all(dynamic+datawig+zero+knn),12,0.8309 ± 0.1314
5_spambase,11_all(dynamic+datawig+zero+knn),13,0.8316 ± 0.1310
5_spambase,11_all(dynamic+datawig+zero+knn),14,0.8313 ± 0.1312
5_spambase,11_all(dynamic+datawig+zero+knn),15,0.8313 ± 0.1311
5_spambase,11_all(dynamic+datawig+zero+knn),16,0.8313 ± 0.1305
5_spambase,11_all(dynamic+datawig+zero+knn),17,0.8310 ± 0.1305
5_spambase,11_all(dynamic+datawig+zero+knn),18,0.8305 ± 0.1306
5_spambase,11_all(dynamic+datawig+zero+knn),19,0.8310 ± 0.1316
5_spambase,11_all(dynamic+datawig+zero+knn),20,0.8307 ± 0.1316
5_spambase,11_all(dynamic+datawig+zero+knn),21,0.8305 ± 0.1318
5_spambase,11_all(dynamic+datawig+zero+knn),22,0.8311 ± 0.1320
5_spambase,11_all(dynamic+datawig+zero+knn),23,0.8312 ± 0.1320
5_spambase,11_all(dynamic+datawig+zero+knn),24,0.8313 ± 0.1324
5_spambase,11_all(dynamic+datawig+zero+knn),25,0.8315 ± 0.1326
5_spambase,11_all(dynamic+datawig+zero+knn),26,0.8318 ± 0.1323
5_spambase,11_all(dynamic+datawig+zero+knn),27,0.8318 ± 0.1323
5_spambase,11_all(dynamic+datawig+zero+knn),28,0.8317 ± 0.1325
5_spambase,11_all(dynamic+datawig+zero+knn),29,0.8321 ± 0.1323
5_spambase,11_all(dynamic+datawig+zero+knn),30,0.8319 ± 0.1324
5_spambase,datawig,1,0.9130 ± 0.0000
5_spambase,datawig,2,0.8891 ± 0.0000
5_spambase,datawig,3,0.8891 ± 0.0000
5_spambase,datawig,4,0.9152 ± 0.0000
5_spambase,datawig,5,0.9163 ± 0.0000
5_spambase,datawig,6,0.9054 ± 0.0000
5_spambase,datawig,7,0.8848 ± 0.0000
5_spambase,datawig,8,0.9033 ± 0.0000
5_spambase,datawig,9,0.9022 ± 0.0000
5_spambase,datawig,10,0.9087 ± 0.0000
5_spambase,datawig,11,0.8793 ± 0.0000
5_spambase,datawig,12,0.9022 ± 0.0000
5_spambase,datawig,13,0.8859 ± 0.0000
5_spambase,datawig,14,0.8946 ± 0.0000
5_spambase,datawig,15,0.8902 ± 0.0000
5_spambase,datawig,16,0.9109 ± 0.0000
5_spambase,datawig,17,0.8880 ± 0.0000
5_spambase,datawig,18,0.9011 ± 0.0000
5_spambase,datawig,19,0.9043 ± 0.0000
5_spambase,datawig,20,0.8978 ± 0.0000
5_spambase,datawig,21,0.8902 ± 0.0000
5_spambase,datawig,22,0.9043 ± 0.0000
5_spambase,datawig,23,0.9228 ± 0.0000
5_spambase,datawig,24,0.9054 ± 0.0000
5_spambase,datawig,25,0.9000 ± 0.0000
5_spambase,datawig,26,0.8848 ± 0.0000
5_spambase,datawig,27,0.9033 ± 0.0000
5_spambase,datawig,28,0.8880 ± 0.0000
5_spambase,datawig,29,0.9304 ± 0.0000
5_spambase,datawig,30,0.8739 ± 0.0000
5_spambase,dynamic,1,0.5848 ± 0.0000
5_spambase,dynamic,2,0.6120 ± 0.0000
5_spambase,dynamic,3,0.5924 ± 0.0000
5_spambase,dynamic,4,0.6250 ± 0.0000
5_spambase,dynamic,5,0.6098 ± 0.0000
5_spambase,dynamic,6,0.6054 ± 0.0000
5_spambase,dynamic,7,0.6011 ± 0.0000
5_spambase,dynamic,8,0.6043 ± 0.0000
5_spambase,dynamic,9,0.5815 ± 0.0000
5_spambase,dynamic,10,0.6152 ± 0.0000
5_spambase,dynamic,11,0.6130 ± 0.0000
5_spambase,dynamic,12,0.6022 ± 0.0000
5_spambase,dynamic,13,0.6228 ± 0.0000
5_spambase,dynamic,14,0.5957 ± 0.0000
5_spambase,dynamic,15,0.6043 ± 0.0000
5_spambase,dynamic,16,0.6228 ± 0.0000
5_spambase,dynamic,17,0.6022 ± 0.0000
5_spambase,dynamic,18,0.5935 ± 0.0000
5_spambase,dynamic,19,0.5826 ± 0.0000
5_spambase,dynamic,20,0.5978 ± 0.0000
5_spambase,dynamic,21,0.5913 ± 0.0000
5_spambase,dynamic,22,0.6076 ± 0.0000
5_spambase,dynamic,23,0.6043 ± 0.0000
5_spambase,dynamic,24,0.5902 ± 0.0000
5_spambase,dynamic,25,0.5978 ± 0.0000
5_spambase,dynamic,26,0.6272 ± 0.0000
5_spambase,dynamic,27,0.6011 ± 0.0000
5_spambase,dynamic,28,0.5924 ± 0.0000
5_spambase,dynamic,29,0.6250 ± 0.0000
5_spambase,dynamic,30,0.5902 ± 0.0000
5_spambase,knn,1,0.9424 ± 0.0000
5_spambase,knn,2,0.9391 ± 0.0000
5_spambase,knn,3,0.9370 ± 0.0000
5_spambase,knn,4,0.9478 ± 0.0000
5_spambase,knn,5,0.9337 ± 0.0000
