Dataset,method,Experiment,Accuracy
23_ai4i,9_datawig+zero+knn.py,20,0.5994 ± 0.0086
23_ai4i,9_datawig+zero+knn.py,21,0.5996 ± 0.0085
23_ai4i,9_datawig+zero+knn.py,22,0.5999 ± 0.0084
23_ai4i,9_datawig+zero+knn.py,23,0.5992 ± 0.0087
23_ai4i,9_datawig+zero+knn.py,24,0.5994 ± 0.0085
23_ai4i,9_datawig+zero+knn.py,25,0.5992 ± 0.0084
23_ai4i,9_datawig+zero+knn.py,26,0.5995 ± 0.0084
23_ai4i,9_datawig+zero+knn.py,27,0.5994 ± 0.0082
23_ai4i,9_datawig+zero+knn.py,28,0.5993 ± 0.0081
23_ai4i,9_datawig+zero+knn.py,29,0.5991 ± 0.0080
23_ai4i,9_datawig+zero+knn.py,30,0.5994 ± 0.0080
