Dataset,method,Experiment,Accuracy
8_liver,datawig,2,0.0580 ± 0.0000
8_liver,datawig,3,0.0725 ± 0.0000
8_liver,datawig,4,0.0290 ± 0.0000
8_liver,datawig,5,0.0870 ± 0.0000
8_liver,datawig,6,0.0435 ± 0.0000
8_liver,datawig,7,0.0870 ± 0.0000
8_liver,datawig,8,0.0580 ± 0.0000
8_liver,datawig,9,0.0580 ± 0.0000
8_liver,datawig,10,0.0145 ± 0.0000
8_liver,datawig,11,0.0580 ± 0.0000
8_liver,datawig,12,0.0435 ± 0.0000
8_liver,datawig,13,0.0290 ± 0.0000
8_liver,datawig,14,0.0435 ± 0.0000
8_liver,datawig,15,0.0435 ± 0.0000
8_liver,datawig,16,0.0580 ± 0.0000
8_liver,datawig,17,0.0290 ± 0.0000
8_liver,datawig,18,0.0580 ± 0.0000
8_liver,datawig,19,0.0435 ± 0.0000
8_liver,datawig,20,0.0580 ± 0.0000
8_liver,datawig,21,0.0435 ± 0.0000
8_liver,datawig,22,0.0580 ± 0.0000
8_liver,datawig,23,0.0435 ± 0.0000
8_liver,datawig,24,0.0580 ± 0.0000
8_liver,datawig,25,0.0435 ± 0.0000
8_liver,datawig,26,0.0725 ± 0.0000
8_liver,datawig,27,0.0290 ± 0.0000
8_liver,datawig,28,0.0870 ± 0.0000
8_liver,datawig,29,0.0435 ± 0.0000
8_liver,datawig,30,0.0580 ± 0.0000
8_liver,dynamic,1,0.1159 ± 0.0000
8_liver,dynamic,2,0.0870 ± 0.0000
8_liver,dynamic,3,0.1739 ± 0.0000
8_liver,dynamic,4,0.0870 ± 0.0000
8_liver,dynamic,5,0.0870 ± 0.0000
8_liver,dynamic,6,0.0580 ± 0.0000
8_liver,dynamic,7,0.1304 ± 0.0000
8_liver,dynamic,8,0.1884 ± 0.0000
8_liver,dynamic,9,0.0725 ± 0.0000
8_liver,dynamic,10,0.1594 ± 0.0000
8_liver,dynamic,11,0.1159 ± 0.0000
8_liver,dynamic,12,0.1014 ± 0.0000
8_liver,dynamic,13,0.1304 ± 0.0000
8_liver,dynamic,14,0.1304 ± 0.0000
