Dataset,method,Experiment,Accuracy
15_magic,knn,26,0.8065 ± 0.0000
15_magic,knn,27,0.8021 ± 0.0000
15_magic,knn,28,0.8052 ± 0.0000
15_magic,knn,29,0.7965 ± 0.0000
15_magic,knn,30,0.8034 ± 0.0000
15_magic,zero,1,0.7805 ± 0.0000
15_magic,zero,2,0.7705 ± 0.0000
15_magic,zero,3,0.7868 ± 0.0000
15_magic,zero,4,0.7829 ± 0.0000
15_magic,zero,5,0.7587 ± 0.0000
15_magic,zero,6,0.7776 ± 0.0000
15_magic,zero,7,0.7771 ± 0.0000
15_magic,zero,8,0.7734 ± 0.0000
15_magic,zero,9,0.7886 ± 0.0000
15_magic,zero,10,0.7907 ± 0.0000
15_magic,zero,11,0.7713 ± 0.0000
15_magic,zero,12,0.7755 ± 0.0000
15_magic,zero,13,0.7726 ± 0.0000
15_magic,zero,14,0.7692 ± 0.0000
15_magic,zero,15,0.7858 ± 0.0000
15_magic,zero,16,0.7760 ± 0.0000
15_magic,zero,17,0.7815 ± 0.0000
15_magic,zero,18,0.7550 ± 0.0000
15_magic,zero,19,0.7879 ± 0.0000
15_magic,zero,20,0.7826 ± 0.0000
15_magic,zero,21,0.7713 ± 0.0000
15_magic,zero,22,0.7739 ± 0.0000
15_magic,zero,23,0.7674 ± 0.0000
15_magic,zero,24,0.7710 ± 0.0000
15_magic,zero,25,0.7674 ± 0.0000
15_magic,zero,26,0.7713 ± 0.0000
15_magic,zero,27,0.7700 ± 0.0000
15_magic,zero,28,0.7773 ± 0.0000
15_magic,zero,29,0.7773 ± 0.0000
15_magic,zero,30,0.7758 ± 0.0000
15_magic,3_zero+datawig,1,0.7830 ± 0.0046
15_magic,3_zero+datawig,2,0.7856 ± 0.0062
15_magic,3_zero+datawig,3,0.7848 ± 0.0069
15_magic,3_zero+datawig,4,0.7860 ± 0.0066
15_magic,3_zero+datawig,5,0.7839 ± 0.0085
15_magic,3_zero+datawig,6,0.7818 ± 0.0102
15_magic,3_zero+datawig,7,0.7833 ± 0.0101
15_magic,3_zero+datawig,8,0.7838 ± 0.0097
15_magic,3_zero+datawig,9,0.7839 ± 0.0094
15_magic,3_zero+datawig,10,0.7847 ± 0.0094
15_magic,3_zero+datawig,11,0.7838 ± 0.0094
15_magic,3_zero+datawig,12,0.7836 ± 0.0092
15_magic,3_zero+datawig,13,0.7832 ± 0.0091
15_magic,3_zero+datawig,14,0.7829 ± 0.0088
15_magic,3_zero+datawig,15,0.7839 ± 0.0092
15_magic,3_zero+datawig,16,0.7842 ± 0.0091
15_magic,3_zero+datawig,17,0.7848 ± 0.0093
15_magic,3_zero+datawig,18,0.7844 ± 0.0092
15_magic,3_zero+datawig,19,0.7845 ± 0.0093
15_magic,3_zero+datawig,20,0.7845 ± 0.0094
15_magic,3_zero+datawig,21,0.7844 ± 0.0091
15_magic,3_zero+datawig,22,0.7845 ± 0.0089
15_magic,3_zero+datawig,23,0.7848 ± 0.0089
15_magic,3_zero+datawig,24,0.7844 ± 0.0089
15_magic,3_zero+datawig,25,0.7842 ± 0.0089
15_magic,3_zero+datawig,26,0.7847 ± 0.0091
15_magic,3_zero+datawig,27,0.7840 ± 0.0095
15_magic,3_zero+datawig,28,0.7837 ± 0.0095
15_magic,3_zero+datawig,29,0.7839 ± 0.0095
15_magic,3_zero+datawig,30,0.7839 ± 0.0093
15_magic,4_knn + dynamic,1,0.7528 ± 0.0777
15_magic,4_knn + dynamic,2,0.7446 ± 0.0771
15_magic,4_knn + dynamic,3,0.7435 ± 0.0766
15_magic,4_knn + dynamic,4,0.7438 ± 0.0761
15_magic,4_knn + dynamic,5,0.7446 ± 0.0752
15_magic,4_knn + dynamic,6,0.7423 ± 0.0734
15_magic,4_knn + dynamic,7,0.7425 ± 0.0738
15_magic,4_knn + dynamic,8,0.7414 ± 0.0742
15_magic,4_knn + dynamic,9,0.7409 ± 0.0745
15_magic,4_knn + dynamic,10,0.7419 ± 0.0741
15_magic,4_knn + dynamic,11,0.7426 ± 0.0748
15_magic,4_knn + dynamic,12,0.7424 ± 0.0745
15_magic,4_knn + dynamic,13,0.7425 ± 0.0743
15_magic,4_knn + dynamic,14,0.7419 ± 0.0739
15_magic,4_knn + dynamic,15,0.7432 ± 0.0737
15_magic,4_knn + dynamic,16,0.7437 ± 0.0736
15_magic,4_knn + dynamic,17,0.7431 ± 0.0733
15_magic,4_knn + dynamic,18,0.7430 ± 0.0732
15_magic,4_knn + dynamic,19,0.7425 ± 0.0727
15_magic,4_knn + dynamic,20,0.7424 ± 0.0728
15_magic,4_knn + dynamic,21,0.7425 ± 0.0726
15_magic,4_knn + dynamic,22,0.7424 ± 0.0723
15_magic,4_knn + dynamic,23,0.7420 ± 0.0723
15_magic,4_knn + dynamic,24,0.7420 ± 0.0720
15_magic,4_knn + dynamic,25,0.7423 ± 0.0719
15_magic,4_knn + dynamic,26,0.7422 ± 0.0719
15_magic,4_knn + dynamic,27,0.7424 ± 0.0722
15_magic,4_knn + dynamic,28,0.7422 ± 0.0721
15_magic,4_knn + dynamic,29,0.7417 ± 0.0725
15_magic,4_knn + dynamic,30,0.7415 ± 0.0723
15_magic,5_knn+datawig,1,0.7984 ± 0.0087
15_magic,5_knn+datawig,2,0.7980 ± 0.0075
15_magic,5_knn+datawig,3,0.7961 ± 0.0070
15_magic,5_knn+datawig,4,0.7969 ± 0.0064
15_magic,5_knn+datawig,5,0.7943 ± 0.0081
15_magic,5_knn+datawig,6,0.7948 ± 0.0090
15_magic,5_knn+datawig,7,0.7960 ± 0.0099
15_magic,5_knn+datawig,8,0.7968 ± 0.0105
15_magic,5_knn+datawig,9,0.7973 ± 0.0103
15_magic,5_knn+datawig,10,0.7980 ± 0.0101
15_magic,5_knn+datawig,11,0.7979 ± 0.0103
15_magic,5_knn+datawig,12,0.7975 ± 0.0101
15_magic,5_knn+datawig,13,0.7973 ± 0.0100
15_magic,5_knn+datawig,14,0.7972 ± 0.0108
15_magic,5_knn+datawig,15,0.7975 ± 0.0108
15_magic,5_knn+datawig,16,0.7975 ± 0.0107
15_magic,5_knn+datawig,17,0.7979 ± 0.0107
15_magic,5_knn+datawig,18,0.7974 ± 0.0113
15_magic,5_knn+datawig,19,0.7975 ± 0.0111
15_magic,5_knn+datawig,20,0.7975 ± 0.0109
15_magic,5_knn+datawig,21,0.7974 ± 0.0107
15_magic,5_knn+datawig,22,0.7976 ± 0.0108
15_magic,5_knn+datawig,23,0.7977 ± 0.0105
15_magic,5_knn+datawig,24,0.7973 ± 0.0108
15_magic,5_knn+datawig,25,0.7969 ± 0.0109
15_magic,5_knn+datawig,26,0.7971 ± 0.0109
15_magic,5_knn+datawig,27,0.7965 ± 0.0116
15_magic,5_knn+datawig,28,0.7964 ± 0.0116
15_magic,5_knn+datawig,29,0.7964 ± 0.0114
15_magic,5_knn+datawig,30,0.7961 ± 0.0115
15_magic,6_dynamic + datawig,1,0.7445 ± 0.0705
15_magic,6_dynamic + datawig,2,0.7411 ± 0.0746
15_magic,6_dynamic + datawig,3,0.7419 ± 0.0757
15_magic,6_dynamic + datawig,4,0.7426 ± 0.0751
15_magic,6_dynamic + datawig,5,0.7430 ± 0.0736
15_magic,6_dynamic + datawig,6,0.7414 ± 0.0724
15_magic,6_dynamic + datawig,7,0.7413 ± 0.0725
15_magic,6_dynamic + datawig,8,0.7400 ± 0.0729
15_magic,6_dynamic + datawig,9,0.7396 ± 0.0733
15_magic,6_dynamic + datawig,10,0.7404 ± 0.0727
15_magic,6_dynamic + datawig,11,0.7404 ± 0.0725
15_magic,6_dynamic + datawig,12,0.7403 ± 0.0724
15_magic,6_dynamic + datawig,13,0.7400 ± 0.0720
15_magic,6_dynamic + datawig,14,0.7395 ± 0.0716
15_magic,6_dynamic + datawig,15,0.7406 ± 0.0712
15_magic,6_dynamic + datawig,16,0.7407 ± 0.0706
15_magic,6_dynamic + datawig,17,0.7400 ± 0.0703
15_magic,6_dynamic + datawig,18,0.7399 ± 0.0702
15_magic,6_dynamic + datawig,19,0.7395 ± 0.0698
15_magic,6_dynamic + datawig,20,0.7391 ± 0.0694
15_magic,6_dynamic + datawig,21,0.7392 ± 0.0693
15_magic,6_dynamic + datawig,22,0.7393 ± 0.0692
15_magic,6_dynamic + datawig,23,0.7389 ± 0.0691
15_magic,6_dynamic + datawig,24,0.7391 ± 0.0690
15_magic,6_dynamic + datawig,25,0.7392 ± 0.0689
15_magic,6_dynamic + datawig,26,0.7393 ± 0.0690
15_magic,6_dynamic + datawig,27,0.7396 ± 0.0694
15_magic,6_dynamic + datawig,28,0.7395 ± 0.0695
15_magic,6_dynamic + datawig,29,0.7388 ± 0.0698
15_magic,6_dynamic + datawig,30,0.7386 ± 0.0695
15_magic,7_dynamic + datawig + zero,1,0.7670 ± 0.0653
15_magic,7_dynamic + datawig + zero,2,0.7644 ± 0.0704
15_magic,7_dynamic + datawig + zero,3,0.7660 ± 0.0719
15_magic,7_dynamic + datawig + zero,4,0.7655 ± 0.0704
15_magic,7_dynamic + datawig + zero,5,0.7652 ± 0.0689
15_magic,7_dynamic + datawig + zero,6,0.7644 ± 0.0685
15_magic,7_dynamic + datawig + zero,7,0.7647 ± 0.0687
15_magic,7_dynamic + datawig + zero,8,0.7636 ± 0.0689
15_magic,7_dynamic + datawig + zero,9,0.7635 ± 0.0692
15_magic,7_dynamic + datawig + zero,10,0.7639 ± 0.0685
15_magic,7_dynamic + datawig + zero,11,0.7635 ± 0.0681
15_magic,7_dynamic + datawig + zero,12,0.7634 ± 0.0680
15_magic,7_dynamic + datawig + zero,13,0.7635 ± 0.0679
15_magic,7_dynamic + datawig + zero,14,0.7628 ± 0.0675
15_magic,7_dynamic + datawig + zero,15,0.7634 ± 0.0668
15_magic,7_dynamic + datawig + zero,16,0.7640 ± 0.0668
15_magic,7_dynamic + datawig + zero,17,0.7637 ± 0.0668
15_magic,7_dynamic + datawig + zero,18,0.7634 ± 0.0667
15_magic,7_dynamic + datawig + zero,19,0.7634 ± 0.0665
15_magic,7_dynamic + datawig + zero,20,0.7631 ± 0.0664
15_magic,7_dynamic + datawig + zero,21,0.7632 ± 0.0663
15_magic,7_dynamic + datawig + zero,22,0.7631 ± 0.0661
15_magic,7_dynamic + datawig + zero,23,0.7629 ± 0.0662
15_magic,7_dynamic + datawig + zero,24,0.7628 ± 0.0660
15_magic,7_dynamic + datawig + zero,25,0.7629 ± 0.0658
15_magic,7_dynamic + datawig + zero,26,0.7630 ± 0.0658
15_magic,7_dynamic + datawig + zero,27,0.7631 ± 0.0660
15_magic,7_dynamic + datawig + zero,28,0.7629 ± 0.0659
15_magic,7_dynamic + datawig + zero,29,0.7623 ± 0.0662
15_magic,7_dynamic + datawig + zero,30,0.7623 ± 0.0662
15_magic,dynamic,1,0.6745 ± 0.0000
15_magic,dynamic,2,0.6630 ± 0.0000
15_magic,dynamic,3,0.6635 ± 0.0000
15_magic,dynamic,4,0.6715 ± 0.0000
15_magic,dynamic,5,0.6770 ± 0.0000
15_magic,dynamic,6,0.6675 ± 0.0000
15_magic,dynamic,7,0.6675 ± 0.0000
15_magic,dynamic,8,0.6565 ± 0.0000
15_magic,dynamic,9,0.6620 ± 0.0000
15_magic,dynamic,10,0.6820 ± 0.0000
15_magic,dynamic,11,0.6700 ± 0.0000
15_magic,dynamic,12,0.6675 ± 0.0000
15_magic,dynamic,13,0.6715 ± 0.0000
15_magic,dynamic,14,0.6660 ± 0.0000
15_magic,dynamic,15,0.6945 ± 0.0000
15_magic,dynamic,16,0.6815 ± 0.0000
15_magic,dynamic,17,0.6645 ± 0.0000
15_magic,dynamic,18,0.6710 ± 0.0000
15_magic,dynamic,19,0.6720 ± 0.0000
15_magic,dynamic,20,0.6685 ± 0.0000
15_magic,dynamic,21,0.6740 ± 0.0000
15_magic,dynamic,22,0.6730 ± 0.0000
15_magic,dynamic,23,0.6625 ± 0.0000
15_magic,dynamic,24,0.6765 ± 0.0000
15_magic,dynamic,25,0.6770 ± 0.0000
15_magic,dynamic,26,0.6750 ± 0.0000
15_magic,dynamic,27,0.6675 ± 0.0000
15_magic,dynamic,28,0.6660 ± 0.0000
15_magic,dynamic,29,0.6440 ± 0.0000
15_magic,dynamic,30,0.6715 ± 0.0000
15_magic,datawig,1,0.7918 ± 0.0000
15_magic,datawig,2,0.7923 ± 0.0000
15_magic,datawig,3,0.7931 ± 0.0000
15_magic,datawig,4,0.7931 ± 0.0000
15_magic,datawig,5,0.7779 ± 0.0000
15_magic,datawig,6,0.7892 ± 0.0000
15_magic,datawig,7,0.7921 ± 0.0000
15_magic,datawig,8,0.7931 ± 0.0000
15_magic,datawig,9,0.7915 ± 0.0000
15_magic,datawig,10,0.7984 ± 0.0000
15_magic,datawig,11,0.7879 ± 0.0000
15_magic,datawig,12,0.7734 ± 0.0000
15_magic,datawig,13,0.7858 ± 0.0000
15_magic,datawig,14,0.7881 ± 0.0000
15_magic,datawig,15,0.7955 ± 0.0000
15_magic,datawig,16,0.7744 ± 0.0000
15_magic,datawig,17,0.8015 ± 0.0000
15_magic,datawig,18,0.7750 ± 0.0000
15_magic,datawig,19,0.7829 ± 0.0000
15_magic,datawig,20,0.7902 ± 0.0000
15_magic,datawig,21,0.7939 ± 0.0000
15_magic,datawig,22,0.7902 ± 0.0000
15_magic,datawig,23,0.8015 ± 0.0000
15_magic,datawig,24,0.7902 ± 0.0000
15_magic,datawig,25,0.7784 ± 0.0000
15_magic,datawig,26,0.7997 ± 0.0000
15_magic,datawig,27,0.7892 ± 0.0000
15_magic,datawig,28,0.7826 ± 0.0000
15_magic,datawig,29,0.7934 ± 0.0000
15_magic,datawig,30,0.7810 ± 0.0000
15_magic,8_dynamic + datawig + knn,1,0.7732 ± 0.0694
15_magic,8_dynamic + datawig + knn,2,0.7696 ± 0.0734
15_magic,8_dynamic + datawig + knn,3,0.7678 ± 0.0726
15_magic,8_dynamic + datawig + knn,4,0.7666 ± 0.0711
15_magic,8_dynamic + datawig + knn,5,0.7679 ± 0.0705
15_magic,8_dynamic + datawig + knn,6,0.7665 ± 0.0697
15_magic,8_dynamic + datawig + knn,7,0.7661 ± 0.0695
15_magic,8_dynamic + datawig + knn,8,0.7652 ± 0.0699
15_magic,8_dynamic + datawig + knn,9,0.7650 ± 0.0702
15_magic,8_dynamic + datawig + knn,10,0.7650 ± 0.0692
15_magic,8_dynamic + datawig + knn,11,0.7649 ± 0.0691
15_magic,8_dynamic + datawig + knn,12,0.7648 ± 0.0689
15_magic,8_dynamic + datawig + knn,13,0.7645 ± 0.0686
15_magic,8_dynamic + datawig + knn,14,0.7638 ± 0.0683
15_magic,8_dynamic + datawig + knn,15,0.7645 ± 0.0676
15_magic,8_dynamic + datawig + knn,16,0.7649 ± 0.0675
15_magic,8_dynamic + datawig + knn,17,0.7646 ± 0.0674
15_magic,8_dynamic + datawig + knn,18,0.7648 ± 0.0676
15_magic,8_dynamic + datawig + knn,19,0.7645 ± 0.0674
15_magic,8_dynamic + datawig + knn,20,0.7643 ± 0.0673
15_magic,8_dynamic + datawig + knn,21,0.7643 ± 0.0672
15_magic,8_dynamic + datawig + knn,22,0.7641 ± 0.0669
15_magic,8_dynamic + datawig + knn,23,0.7638 ± 0.0668
15_magic,8_dynamic + datawig + knn,24,0.7636 ± 0.0665
15_magic,8_dynamic + datawig + knn,25,0.7637 ± 0.0664
15_magic,8_dynamic + datawig + knn,26,0.7638 ± 0.0663
15_magic,8_dynamic + datawig + knn,27,0.7641 ± 0.0667
15_magic,8_dynamic + datawig + knn,28,0.7640 ± 0.0667
15_magic,8_dynamic + datawig + knn,29,0.7635 ± 0.0670
15_magic,8_dynamic + datawig + knn,30,0.7634 ± 0.0669
15_magic,9_datawig+zero+knn.py,1,0.7859 ± 0.0118
15_magic,9_datawig+zero+knn.py,2,0.7883 ± 0.0114
15_magic,9_datawig+zero+knn.py,3,0.7884 ± 0.0117
15_magic,9_datawig+zero+knn.py,4,0.7899 ± 0.0110
15_magic,9_datawig+zero+knn.py,5,0.7884 ± 0.0122
15_magic,9_datawig+zero+knn.py,6,0.7884 ± 0.0120
15_magic,9_datawig+zero+knn.py,7,0.7879 ± 0.0145
15_magic,9_datawig+zero+knn.py,8,0.7891 ± 0.0142
15_magic,9_datawig+zero+knn.py,9,0.7898 ± 0.0142
15_magic,9_datawig+zero+knn.py,10,0.7907 ± 0.0140
15_magic,9_datawig+zero+knn.py,11,0.7906 ± 0.0139
15_magic,9_datawig+zero+knn.py,12,0.7903 ± 0.0136
15_magic,9_datawig+zero+knn.py,13,0.7902 ± 0.0134
15_magic,9_datawig+zero+knn.py,14,0.7905 ± 0.0131
15_magic,9_datawig+zero+knn.py,15,0.7908 ± 0.0129
15_magic,9_datawig+zero+knn.py,16,0.7908 ± 0.0128
15_magic,9_datawig+zero+knn.py,17,0.7912 ± 0.0128
15_magic,9_datawig+zero+knn.py,18,0.7909 ± 0.0132
15_magic,9_datawig+zero+knn.py,19,0.7909 ± 0.0130
15_magic,9_datawig+zero+knn.py,20,0.7911 ± 0.0128
15_magic,9_datawig+zero+knn.py,21,0.7914 ± 0.0127
15_magic,9_datawig+zero+knn.py,22,0.7915 ± 0.0124
15_magic,9_datawig+zero+knn.py,23,0.7915 ± 0.0122
15_magic,9_datawig+zero+knn.py,24,0.7915 ± 0.0122
15_magic,9_datawig+zero+knn.py,25,0.7912 ± 0.0123
15_magic,9_datawig+zero+knn.py,26,0.7914 ± 0.0123
15_magic,9_datawig+zero+knn.py,27,0.7915 ± 0.0124
15_magic,9_datawig+zero+knn.py,28,0.7917 ± 0.0123
15_magic,9_datawig+zero+knn.py,29,0.7917 ± 0.0122
15_magic,9_datawig+zero+knn.py,30,0.7917 ± 0.0120
15_magic,10_dynamic+zero+knn,1,0.7737 ± 0.0705
15_magic,10_dynamic+zero+knn,2,0.7681 ± 0.0724
15_magic,10_dynamic+zero+knn,3,0.7674 ± 0.0723
15_magic,10_dynamic+zero+knn,4,0.7669 ± 0.0708
15_magic,10_dynamic+zero+knn,5,0.7674 ± 0.0697
15_magic,10_dynamic+zero+knn,6,0.7658 ± 0.0689
15_magic,10_dynamic+zero+knn,7,0.7653 ± 0.0686
15_magic,10_dynamic+zero+knn,8,0.7642 ± 0.0689
15_magic,10_dynamic+zero+knn,9,0.7641 ± 0.0694
15_magic,10_dynamic+zero+knn,10,0.7645 ± 0.0686
15_magic,10_dynamic+zero+knn,11,0.7649 ± 0.0689
15_magic,10_dynamic+zero+knn,12,0.7644 ± 0.0686
15_magic,10_dynamic+zero+knn,13,0.7643 ± 0.0683
15_magic,10_dynamic+zero+knn,14,0.7639 ± 0.0681
15_magic,10_dynamic+zero+knn,15,0.7643 ± 0.0673
15_magic,10_dynamic+zero+knn,16,0.7648 ± 0.0673
15_magic,10_dynamic+zero+knn,17,0.7641 ± 0.0670
15_magic,10_dynamic+zero+knn,18,0.7641 ± 0.0670
15_magic,10_dynamic+zero+knn,19,0.7639 ± 0.0669
15_magic,10_dynamic+zero+knn,20,0.7636 ± 0.0668
15_magic,10_dynamic+zero+knn,21,0.7637 ± 0.0666
15_magic,10_dynamic+zero+knn,22,0.7637 ± 0.0665
15_magic,10_dynamic+zero+knn,23,0.7633 ± 0.0664
15_magic,10_dynamic+zero+knn,24,0.7634 ± 0.0663
15_magic,10_dynamic+zero+knn,25,0.7633 ± 0.0661
15_magic,10_dynamic+zero+knn,26,0.7632 ± 0.0659
15_magic,10_dynamic+zero+knn,27,0.7633 ± 0.0662
15_magic,10_dynamic+zero+knn,28,0.7632 ± 0.0662
15_magic,10_dynamic+zero+knn,29,0.7628 ± 0.0666
15_magic,10_dynamic+zero+knn,30,0.7630 ± 0.0666
15_magic,11_all(dynamic+datawig+zero+knn),1,0.7834 ± 0.0626
15_magic,11_all(dynamic+datawig+zero+knn),2,0.7797 ± 0.0648
15_magic,11_all(dynamic+datawig+zero+knn),3,0.7808 ± 0.0659
15_magic,11_all(dynamic+datawig+zero+knn),4,0.7794 ± 0.0648
15_magic,11_all(dynamic+datawig+zero+knn),5,0.7795 ± 0.0638
15_magic,11_all(dynamic+datawig+zero+knn),6,0.7778 ± 0.0628
15_magic,11_all(dynamic+datawig+zero+knn),7,0.7768 ± 0.0624
15_magic,11_all(dynamic+datawig+zero+knn),8,0.7763 ± 0.0631
15_magic,11_all(dynamic+datawig+zero+knn),9,0.7761 ± 0.0635
15_magic,11_all(dynamic+datawig+zero+knn),10,0.7761 ± 0.0628
15_magic,11_all(dynamic+datawig+zero+knn),11,0.7764 ± 0.0630
15_magic,11_all(dynamic+datawig+zero+knn),12,0.7763 ± 0.0628
15_magic,11_all(dynamic+datawig+zero+knn),13,0.7762 ± 0.0626
15_magic,11_all(dynamic+datawig+zero+knn),14,0.7760 ± 0.0626
15_magic,11_all(dynamic+datawig+zero+knn),15,0.7762 ± 0.0619
15_magic,11_all(dynamic+datawig+zero+knn),16,0.7763 ± 0.0615
15_magic,11_all(dynamic+datawig+zero+knn),17,0.7758 ± 0.0615
15_magic,11_all(dynamic+datawig+zero+knn),18,0.7757 ± 0.0614
15_magic,11_all(dynamic+datawig+zero+knn),19,0.7754 ± 0.0612
15_magic,11_all(dynamic+datawig+zero+knn),20,0.7753 ± 0.0612
15_magic,11_all(dynamic+datawig+zero+knn),21,0.7753 ± 0.0610
15_magic,11_all(dynamic+datawig+zero+knn),22,0.7751 ± 0.0609
15_magic,11_all(dynamic+datawig+zero+knn),23,0.7751 ± 0.0610
15_magic,11_all(dynamic+datawig+zero+knn),24,0.7750 ± 0.0608
15_magic,11_all(dynamic+datawig+zero+knn),25,0.7751 ± 0.0606
15_magic,11_all(dynamic+datawig+zero+knn),26,0.7751 ± 0.0607
15_magic,11_all(dynamic+datawig+zero+knn),27,0.7754 ± 0.0609
15_magic,11_all(dynamic+datawig+zero+knn),28,0.7753 ± 0.0610
15_magic,11_all(dynamic+datawig+zero+knn),29,0.7750 ± 0.0613
15_magic,11_all(dynamic+datawig+zero+knn),30,0.7749 ± 0.0613
